Timestamp,Process,Message,Summary
Jun 15 04:12:42,su(pam_unix),session opened for user news by (uid=0),Su(pam_unix) - session opened for user cyrus by (uid=0) Jun 17 07:07:00 - ftpd - connection from 24.54.76.216 (24-54-76-216.bflony.net)
Jun 15 04:12:43,su(pam_unix),session closed for user news,Jun 17 07:07:00 - ftpd - connection from 24.54.76.216 (24-54-76-216.bflony.adelphia.net) at Fri Jun 17 07-07-00 2005.
Jun 15 12:12:34,sshd(pam_unix),check pass; user unknown, connection from 24.54.76.216 (24-54-76-216.bflony.adelphia.net) at Fri Jun 17 07:07:02 2005. Jun 17 19:43:13 - sshd(pam_unix) - authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=211.46.224.253  user=guest.
Jun 15 12:12:34,sshd(pam_unix),authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=218.188.2.4," connection from 82.252.162.81 (lns-vlq-45-tou-82-252-162-81.adsl.proxad.net) at Fri Jun 17 20:55:06 2005. ftpd - connection from. 82. 252.162, 82.251.162 and 82.253.162 (f ftp://www.freedesign.com/fftp/v2/v3/v4/v5/v6/v7/v8/v9/v10/v11/v12/v13/v14/v15/v16/v17/v18/v19/v20/"
Jun 15 12:12:34,sshd(pam_unix),check pass; user unknown, connection from 82.252.162.81 (lns-vlq-45-tou-82-252-162-81.adsl.proxad.net) at Fri Jun 17 20:55:07 2005. Jun 18 01:30:59 - sshd(pam_unix) - authentication failure.
Jun 15 12:12:34,sshd(pam_unix),authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=218.188.2.4,Jun 18 01:30:59 - sshd(pam_unix) - authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=adsl-70-242-75-179.ksc2mo.swbell.net.
Jun 15 12:12:34,sshd(pam_unix),check pass; user unknown,Jun 18 01:30:59 - sshd(pam_unix) - authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=adsl-70-242-75-179.ksc2mo.swbell.net.
Jun 15 12:12:34,sshd(pam_unix),authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=218.188.2.4,Jun 18 01:30:59 - sshd(pam_unix) - authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=adsl-70-242-75-179.ksc2mo.swbell.net.
Jun 15 12:12:34,sshd(pam_unix),check pass; user unknown,ssh ruser= rhost=adsl-70-242-75-179.dsl.ksc2mo.swbell.netJun 18 02:08:10 - ftpd - connection from 82.252.162.81 (lns-vlq-45-tou-82-252-162-81.adsl.proxad.net) at Sat Jun 18 02-08-10 2005.
Jun 15 12:12:34,sshd(pam_unix),authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=218.188.2.4, connection from 82.252.162.81 (lns-vlq-45-tou-82-252-162-81.adsl.proxad.net) at Sat Jun 18 02:08:10 2005.
Jun 15 12:12:34,sshd(pam_unix),check pass; user unknown, connection from 82.252.162.81 (lns-vlq-45-tou-82-252-162-81.adsl.proxad.net) at Sat Jun 18 02:08:11 2005.
Jun 15 12:12:34,sshd(pam_unix),authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=218.188.2.4, connection from 82.252.162.81 (lns-vlq-45-tou-82-252-162-81.adsl.proxad.net) at Sat Jun 18 02:08:12 2005. Jun 18 04:07:06 - su(pam_unix) - session closed for user cyrus.
Jun 15 12:12:34,sshd(pam_unix),check pass; user unknown,Jun 19 04:08:55 - su(pam_unix) - session opened for user cyrus by (uid=0) Jun 18 04:12:42 - su('cyrus') - session closed for users cyrus. Jun 18 05:00:00 - su'cyrus' - session opens for user news by (id=0).
Jun 15 12:12:34,sshd(pam_unix),check pass; user unknown, Jun 19 04:15:18 - su(pam_unix) - session closed for user news. Jun 20 03:40:59 - ftpd - connection from 222.33.90.199 at Mon Jun 20 04:00:00 2005.
Jun 15 12:12:34,sshd(pam_unix),check pass; user unknown,Jun 20 03:40:59 - ftpd - connection from 222.33.90.199 at Mon Jun 20 03.40:39 2005. Jun 20 04:00:00 - ftPD - connectionfrom 222. 33. 90.199. at Mon June 20 04.00:30 - ft PDP - connectionFrom 222.34.99.199: Mon Jun 19 04:02:05 - ftDP - connection From 222.35.90 to 222.36.90: Mon June 19 04.02:10 - ftP -Connection from 222:36.99 to 222:37.90; ftP -- connectionFrom: 222.38.90 - ftPF -- connection From: 222
Jun 15 12:12:34,sshd(pam_unix),authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=218.188.2.4,Jun 20 03:40:59 - ftpd - connection from 222.33.90.199. Jun 20 04:02:54 - su(pam_unix) - session opened for user cyrus by (uid=0)
Jun 15 12:12:34,sshd(pam_unix),check pass; user unknown,Pam_unix - session opened for user news by (uid=0) Jun 20 04:44:39 - snmpd - Received SNMP packet(s) from 67.170.148.126. Jun 20 09:20:05 -ssh - authentication failure; logname= uid=0 euid= 0 tty=NODEVssh ruser= rhost=65.166.159.14
Jun 15 12:12:34,sshd(pam_unix),authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=218.188.2.4,Jun 20 09:20:05 - sshd(pam_unix) - authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=65.166.159.14.
Jun 15 12:12:34,sshd(pam_unix),authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=218.188.2.4,Jun 20 09:20:06 - sshd(pam_unix) - authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=65.166.159.14.
Jun 15 12:12:34,sshd(pam_unix),authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=218.188.2.4,Jun 20 09:20:07 - sshd(pam_unix) - authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=65.166.159.14.
Jun 15 12:12:34,sshd(pam_unix),check pass; user unknown,Jun 20 09:20:08 - sshd(pam_unix) - authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=65.166.159.14; user unknown. Jun 21 04:06:57 - su(pamsd) - session opened for user cyrus by (uid =0)
Jun 15 12:12:34,sshd(pam_unix),authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=218.188.2.4,Jun 21 04:13:03 - su(pam_unix) - session opened for user news by (uid=0) Jun 21 08:56:36 - sshd(pamsd) - authentication failure; logname= uid=0 euid =0 tty=NODEVssh ruser= rhost=217.60.212.66  user=guest.
Jun 15 12:13:19,sshd(pam_unix),check pass; user unknown,Jun 21 08:56:36 - sshd(pam_unix) - authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=217.60.212.66  user=guest.
Jun 15 12:13:19,sshd(pam_unix),authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=218.188.2.4, authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=n219076184117.netvigator.com  user=root. Jun 22 03:17:35 - sshd(pam_unix) - authentication failure.
Jun 15 12:13:20,sshd(pam_unix),check pass; user unknown,Jun 22 03:17:46 - sshd(pam_unix) - authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=n219076184117.netvigator.com  user=root.
Jun 15 12:13:20,sshd(pam_unix),authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=218.188.2.4, authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=n219076184117.netvigator.com  user=root. Jun 22 03:18:02 - sshd(pam_unix) - authentication failure.
Jun 15 14:53:32,sshd(pam_unix),check pass; user unknown, authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=n219076184117.netvigator.com  user=root. Jun 22 03:18:12 - sshd(pam_unix) - authentication failure.
Jun 15 14:53:32,sshd(pam_unix),authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=061092085098.ctinets.com, authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=n219076184117.netvigator.com  user=root. Jun 22 04:05:58 - su(pam_unix) - session opened for user cyrus by (uid =0)
Jun 15 14:53:32,sshd(pam_unix),check pass; user unknown,Jun 22 04:30:55 - sshd(pam_unix) - authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=ip-216-69-169-168.ip.secureserver.net.
Jun 15 14:53:32,sshd(pam_unix),authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=061092085098.ctinets.com,Jun 22 04:30:55 - sshd(pam_unix) - authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=ip-216-69-169-168.ip.secureserver.net.
Jun 15 14:53:32,sshd(pam_unix),check pass; user unknown,Jun 22 04:30:55 - sshd(pam_unix) - authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=ip-216-69-169-168.ip.secureserver.net.
Jun 15 14:53:32,sshd(pam_unix),authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=061092085098.ctinets.com,Jun 22 04:30:55 - sshd(pam_unix) - authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=ip-216-69-169-168.ip.secureserver.net.
Jun 15 14:53:33,sshd(pam_unix),check pass; user unknown,"Jun 22 13:16:30 - ftpd - connection from 210.245.165.136. Jun 22 14:00:00 - ftPD: connection from  210.244.167.1. June 22 15:30:00 -- ftpd: http://www.freedrive.com/2013/06/22/freedivere.shtml?cPath=%20Freedrive%20&cPath%20=%22Freediverer%20Shtml%,%20CPath%2C%20%20:%20ftp%2D%20/ftp,%20cPath:%22ftp%,%22cPath%:%"
Jun 15 14:53:33,sshd(pam_unix),authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=061092085098.ctinets.com,"Jun 22 13:16:30 - ftpd - connection from 210.245.165.136. Jun 22 14:00:00 - ftPD: connection from  210.244.167.1. June 22 15:30:00 -- ftpd: http://www.freedrive.com/2013/06/22/freedivere.shtml?cPath=%20Freedrive%20&cPath%20=%22Freediverer%20Shtml%,%20CPath%2C%20%20:%20ftp%2D%20/ftp,%20cPath:%22ftp%,%22cPath%:%"
Jun 15 14:53:34,sshd(pam_unix),check pass; user unknown,"Jun 22 13:16:30 - ftpd - connection from 210.245.165.136. Jun 22 14:00:00 - ftPD: connection from  210.244.167.1. June 22 15:30:00 -- ftpd: http://www.freedrive.com/2013/06/22/freedivere.shtml?cPath=%20Freedrive%20&cPath%20=%22Freediverer%20Shtml%,%20CPath%2C%20%20:%20ftp%2D%20/ftp,%20cPath:%22ftp%,%22cPath%:%"
Jun 15 14:53:34,sshd(pam_unix),authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=061092085098.ctinets.com,Jun 22 13:16:31 - ftpd - connection from 210.245.165.136. Jun 22 13.16:30 - ftPD - connectionfrom 210.244.167.135. Jun 21 13:15:30 ftpd: connection from. 210.243.16.136 (with no connection) Jun 21 14:15.15 ftp: connection to 210.242.16 (with connection) June 21 14.15:15 ftm: Connection from.  210.241.15.136 with connection.
Jun 15 14:53:35,sshd(pam_unix),check pass; user unknown, Jun 22 13:16:31 - ftpd - connection from 210.245.165.136. Jun 23 01:41:29 - sshd(pam_unix) - authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=209.152.168.249.
Jun 15 14:53:35,sshd(pam_unix),authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=061092085098.ctinets.com,Jun 23 01:41:29 - sshd(pam_unix) - authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=209.152.168.249  user=guest.
Jun 15 14:53:35,sshd(pam_unix),check pass; user unknown,Jun 23 01:41:30 - sshd(pam_unix) - authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=209.152.168.249  user=guest. Jun 23 02:55:14 - ssh(ssh) - check pass; user unknown.
Jun 15 14:53:35,sshd(pam_unix),authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=061092085098.ctinets.com,Su(pam_unix) - session opened for user cyrus by (uid=0) Jun 23 04:05:28 - su( pam_ unix) -- session closed foruser cyrus. Jun 23 23:30:03 - sshd(Pam) -- authentication failure; logname= uid=0 euid= 0 tty=NODEVssh.
Jun 15 14:53:35,sshd(pam_unix),check pass; user unknown, authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=218.22.3.51  user=root. Jun 23 23:30:03 - sshd(pam_unix) - authentication failure.
Jun 15 14:53:35,sshd(pam_unix),authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=061092085098.ctinets.com,Jun 23 23:30:05 - sshd(pam_unix) - authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=218.22.3.51  user=root.
Jun 15 14:53:36,sshd(pam_unix),check pass; user unknown,Jun 24 18:55:11 - ftpd - connection from 218.69.108.57. Jun 24 04:11:12 - su(pam_unix) - session opened for user news by (uid=0)
Jun 15 14:53:36,sshd(pam_unix),authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=061092085098.ctinets.com,"Jun 24 18:55:11 - ftpd - connection from 218.69.108.57. Jun 24 18 18: 55:11 -- ftpd -- connection from. 218. 69. 108. 57. Jun 23 18:54:11, 18:56:11 and 18:57:11."
Jun 15 14:53:36,sshd(pam_unix),check pass; user unknown,Jun 24 18:55:18 - ftpd - connection from 218.69.108.57. Jun 24 18.55:16 - ftPD - connectionfrom 218. 69.108 the same time as the previous message. Jun 18 18: 55:18 -- ftpd -- connection from 218.69 108. 57. Jun 23 18:50:18. -- ftPD -- connectionfrom 218 69. 108.57: same time last message.
Jun 15 14:53:36,sshd(pam_unix),authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=061092085098.ctinets.com,Jun 25 04:04:25 - su(pam_unix) - session opened for user cyrus by (uid=0) Jun 25 04;41:49 - sshd(Pam) - check pass; user unknown. Jun 25 05:00:00 - pam - session closed for user news.
Jun 15 20:05:31,sshd(pam_unix),check pass; user unknown,Jun 25 04:41:49 - sshd(pam_unix) - authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=massive.merukuru.org.
Jun 15 20:05:31,sshd(pam_unix),authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=d211-116-254-214.rev.krline.net,"Jun 25 04:41:49 - sshd(pam_unix) - check pass; user unknown. Jun 25 05:00:00 - sshd('pam-unix'): ""Authentication failure""; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=massive.merukuru.org."
Jun 15 20:05:31,sshd(pam_unix),check pass; user unknown,Jun 25 04:41:51 - sshd(pam_unix) - authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=massive.merukuru.org.
Jun 15 20:05:31,sshd(pam_unix),authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=d211-116-254-214.rev.krline.net,Jun 25 04:41:51 - sshd(pam_unix) - check pass; user unknown. Jun 25 09:20:24 - ftpd - connection from 210.118.170.95 at Sat Jun 25 10:00:00 GMT.
Jun 15 20:05:31,sshd(pam_unix),check pass; user unknown,"Jun 25 09:20:24 - ftpd - connection from 210.118.170.95 at Sat Jun 25 09.20: 24 2005. Jun 25 10:00:00 - ft PDP - connection to 210. 118. 170.95. Jun 24 10:10:00 -- ftPD - connection at 210.120.170, 10:05:00. Jun 26 10:08:00 | ftpd -- connection at210.120:170."
Jun 15 20:05:31,sshd(pam_unix),authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=d211-116-254-214.rev.krline.net,"Jun 25 09:20:24 - ftpd - connection from 210.118.170.95 at Sat Jun 25 09.20: 24 2005. Jun 25 10:00:00 - ft PDP - connection to 210. 118. 170.95. Jun 24 10:10:00 -- ftPD - connection at 210.120.170, 10:05:00. Jun 26 10:08:00 | ftpd -- connection at210.120:170."
Jun 15 20:05:31,sshd(pam_unix),check pass; user unknown,"Jun 25 09:20:24 - ftpd - connection from 210.118.170.95 at Sat Jun 25 09.20: 24 2005. Jun 25 10:00:00 - ft PDP - connection to 210. 118. 170.95. Jun 24 10:10:00 -- ftPD - connection at 210.120.170, 10:05:00. Jun 26 10:08:00 | ftpd -- connection at210.120:170."
Jun 15 20:05:31,sshd(pam_unix),authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=d211-116-254-214.rev.krline.net, Jun 25 09:20:24 - ftpd - connection from 210.118.170.95 at Sat Jun 25 19:25:30 2005. Jun 25 11:20am - ftPD - connection  from 211.167.68.59 at Sat June 25 19.25:00 2005.
Jun 15 20:05:31,sshd(pam_unix),check pass; user unknown,Jun 25 19:25:30 - ftpd - connection from 211.167.68.59. Jun 25 20:00:00 - ftPD - connectionfrom 211. 167. 68. 59. Jun 20 20:20:00 -- ftpd -- connection from. 211.169.68 - ftp - connection to 211.168.68 -- ftp://://www.ftp.org/vendor/ftp/ftp.html?clientId=211.167-68-59&clientName=Vtp.Vp.Vm.Vk.Vz.Vv.vz.
Jun 15 20:05:31,sshd(pam_unix),authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=d211-116-254-214.rev.krline.net,Jun 25 19:25:31 - ftpd - connection from 211.167.68.59. Jun 25 19.25:30 - ft PDP - connectionfrom 211. 167. 68.59 at Sat Jun 25 20:00:00 2005. Jun 26 19:24:00 - ftPD - connectionFrom 211.169.68:59.
Jun 16 04:10:22,su(pam_unix),session opened for user cyrus by (uid=0),"Jun 26 04:04:17 - su(pam_unix) - session opened for user cyrus by (uid=0) Jun 27 04:02:47 - su('cyrus', 'news', 'user', 'cyrus') - session closed for user news."
Jun 16 04:10:23,su(pam_unix),session closed for user cyrus,Jun 27 08:05:39 - sshd(pam_unix) - authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=troi.bluesky-technologies.com  user=root. Jun 27 04:02:48 - su(pammy) - session closed for user cyrus.
Jun 16 04:16:17,su(pam_unix),session opened for user news by (uid=0),Jun 27 08:05:39 - sshd(pam_unix) - authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=troi.bluesky-technologies.com  user=root. Jun 28 04:03:15 - su(pamsys) - session opened for user cyrus by (uid= 0)
Jun 16 04:16:18,su(pam_unix),session closed for user news,Jun 28 08:10:24 - sshd(pam_unix) - authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=61.53.154.93  user=root. Jun 28 04:09:00 - su(pammy) - session opened for user news by (uid =0)
Jun 17 04:03:33,su(pam_unix),session opened for user cyrus by (uid=0), authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=61.53.154.93  user=root. Jun 28 08:10:24 - sshd(pam_unix) - authentication failure.
Jun 17 04:03:34,su(pam_unix),session closed for user cyrus,Jun 28 08:10:30 - sshd(pam_unix) - authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=62-192-102-94.dsl.easynet.nl  user=root.
Jun 17 04:09:43,su(pam_unix),session opened for user news by (uid=0),Jun 28 20:58:52 - sshd(pam_unix) - authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=62-192-102-94.dsl.easynet.nl  user=root.
Jun 17 04:09:45,su(pam_unix),session closed for user news,Jun 28 20:58:55 - sshd(pam_unix) - authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=62-192-102-94.dsl.easynet.nl  user=root.
Jun 17 07:07:00,ftpd,connection from 24.54.76.216 (24-54-76-216.bflony.adelphia.net) at Fri Jun 17 07:07:00 2005,"Jun 28 21:42:46 - sshd(pam_unix) - check pass; user unknown. Jun 28 21.42:45 -ssh ruser= rhost=211.115.206.155.155; logname= uid=0 euid=0 tty=NODEVssh r user= r host=211-115-206.206-155; password= ""pam-unix"""
Jun 17 07:07:00,ftpd,connection from 24.54.76.216 (24-54-76-216.bflony.adelphia.net) at Fri Jun 17 07:07:00 2005,Jun 28 21:42:46 - sshd(pam_unix) - authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=211.115.206.155. Jun 29 03:22:22 - ftpd - connection from 61.74.96.178.
Jun 17 07:07:00,ftpd,connection from 24.54.76.216 (24-54-76-216.bflony.adelphia.net) at Fri Jun 17 07:07:00 2005, Jun 29 03:22:22 - ftpd - connection from 61.74.96.178 () at Wed Jun 29 04:00:00 2005. Jun 29 05:01:00 - ftPD - connection to 61.75.0.0:1 at Wed 04:01.00:01 2005.
Jun 17 07:07:00,ftpd,connection from 24.54.76.216 (24-54-76-216.bflony.adelphia.net) at Fri Jun 17 07:07:00 2005, Jun 29 03:22:22 - ftpd - connection from 61.74.96.178 () at Wed Jun 29 04:00:00 2005. Jun 29 05:01:00 - ftPD - connection to 61.75.0.0:1 at Wed 04:01.00:01 2005.
Jun 17 07:07:00,ftpd,connection from 24.54.76.216 (24-54-76-216.bflony.adelphia.net) at Fri Jun 17 07:07:00 2005, Jun 29 03:22:22 - ftpd - connection from 61.74.96.178 () at Wed Jun 29 04:00:00 2005. Jun 29 05:01:00 - ftPD - connection to 61.75.0.0:1 at Wed 04:01.00:01 2005.
Jun 17 07:07:00,ftpd,connection from 24.54.76.216 (24-54-76-216.bflony.adelphia.net) at Fri Jun 17 07:07:00 2005,Jun 29 03:22:22 - ftpd - connection from 61.74.96.178. Jun 29 04:03:10 - su(pam_unix) - session opened for user cyrus by (uid=0)
Jun 17 07:07:02,ftpd,connection from 24.54.76.216 (24-54-76-216.bflony.adelphia.net) at Fri Jun 17 07:07:02 2005,Jun 29 10:08:19 - sshd(pam_unix) - authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=csnsu.nsuok.edu  user=root. Jun 29 04:03:11 - su(pammy) - session closed for user cyrus.
Jun 17 07:07:04,ftpd,connection from 24.54.76.216 (24-54-76-216.bflony.adelphia.net) at Fri Jun 17 07:07:04 2005,Jun 29 10:08:19 - sshd(pam_unix) - authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=csnsu.nsuok.edu  user=root.
Jun 17 19:43:13,sshd(pam_unix),authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=211.46.224.253  user=guest,Jun 29 10:08:20 - sshd(pam_unix) - authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=csnsu.nsuok.edu  user=root.
Jun 17 20:29:26,sshd(pam_unix),session opened for user test by (uid=509), Jun 29 10:48:01 - ftpd - connection from 208.62.55.75 () at Wed Jun 29 11:00:00 2005. Jun 29 12:01:00 - ftPD - connectionfrom 208. 62.55 the following day at 12:02:30 2005.
Jun 17 20:34:57,sshd(pam_unix),session closed for user test,"Jun 29 10:48:06 - ftpd - connection from 208.62.55.75. Jun 29 10.48:08 - ftPD - connectionfrom 208. 62.55 the same time every day for the past two weeks. Jun 28 10:49:06 -- ftpd -- connection from208.62, 62.5."
Jun 17 20:55:06,ftpd,connection from 82.252.162.81 (lns-vlq-45-tou-82-252-162-81.adsl.proxad.net) at Fri Jun 17 20:55:06 2005,Jun 29 10:48:08 - ftpd - connection from 208.62.55.75 () at Wed Jun 29 10.48:10 2005. Jun 29 11:01:00 - ftPD - connectionfrom 208. 62.55 the same time as the previous day.
Jun 17 20:55:06,ftpd,connection from 82.252.162.81 (lns-vlq-45-tou-82-252-162-81.adsl.proxad.net) at Fri Jun 17 20:55:06 2005,Jun 29 10:48:17 - ftpd - connection from 208.62.55.75. Jun 29 10.48:15 - ftPD - connectionfrom 208. 62.55 the following day: Jun 29 11:01:00. Jun 30 11:02:00 - ftp - connection to 208.60.55 The following day is the next day: June 30.
